E-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Ensemble/Song_name,Instruments_in_Ensemble,See_I-ids,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
114,JIVARO,17667,,,3 Drums; 8 Rattles; 3 Flutes,283; 287; 286,"In some instances the Indians dance in couples: the man with his drum, the woman with rattles, while others accompany on other drums or flutes.","Karsten, R. (1935). The head-hunters of western Amazonas: The life and culture of the Jibaro Indians of eastern Ecuador. Helsinki: Centraltryckeriet.","Karsten, 341, 355",,@Karsten1935Thehead-huntersofwesternAmazonas,
115,JIVARO,17667,,,6 Flutes (tunqui),286,,"Karsten, R. (1935). The head-hunters of western Amazonas: The life and culture of the Jibaro Indians of eastern Ecuador. Helsinki: Centraltryckeriet.","Karsten, 290, 424",,@Karsten1935Thehead-huntersofwesternAmazonas,
365,LAPPS,19702,,,1 Drum,1004,,"Karsten, R. (1955). The Religion of the Samek: Ancient Beliefs and Cults of the Scandinavian and Finnish Lapps. Leiden: E.J. Brill.; Karutz, R. (1925). Atlas der Völkerkunde, Vol. II: Die Völker Europas. Stuttgart: Franckh'sche Verlagsbuchhandlung.",,,@Karsten1955TheReligionoftheSamek @Karutz1925AtlasDerVölkerkundeIIEuropas,
373,TIBET,27028,,Priests,300 Drums; 700 Bowls,1023; 1022,1000 Priests,"Kawaguchi, E. (1909). Three Years in Tibet. Chennai: The Theosophist Office.",,,@Kawaguchi1909ThreeYearsinTibet,
32,QUECHUA,"24102, 23607, 24091, 62301, 13289",,,10 Flutes; 1 Mandolin (charango); 1 Harp,94; 95; 92,,"Keiler, B. (1962). [Liner notes]. Instruments and Music of Indians of Bolivia [LP]. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/instruments-and-music-of-indians-of-bolivia/american-indian-world/album/smithsonian; Tschopik, H. (1950). [Liner notes]. Music of Peru [LP]. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/music-of-peru/a/latin-world/album/smithsonian",,1A20,@FW1950MusicOfPeru @FW1962IndiansOfBolivia,
45,ZULU,29360,,,Rattle,117,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica,Number of instruments = 0? Not sure what this means.
46,ZULU,29360,,,1 Bullroarer,120,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.",,,@Kirby1953MusicalInstrumentsSouthAfrica,
47,ZULU,29360,,,1 Horn,124,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.",,,@Kirby1953MusicalInstrumentsSouthAfrica,
48,ZULU,29360,,,1 Musical bow,128,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 197, 201, 203-04",,@Kirby1953MusicalInstrumentsSouthAfrica,
49,ZULU,29360,,,10 Shields,127,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.",,,@Kirby1953MusicalInstrumentsSouthAfrica,
50,ZULU,29360,,,1 Musical bow,129,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 208",,@Kirby1953MusicalInstrumentsSouthAfrica,
51,ZULU,29360,,,1 Musical bow,130,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 208",,@Kirby1953MusicalInstrumentsSouthAfrica,
52,ZULU,29360,,,2 Musical bows,129,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 208",,@Kirby1953MusicalInstrumentsSouthAfrica,
53,ZULU,29360,,,1 Whistle,133,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 108, pl. 36B",,@Kirby1953MusicalInstrumentsSouthAfrica,
57,THONGA,,,,1 Musical bow,156,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 207-08",,@Kirby1953MusicalInstrumentsSouthAfrica,
58,THONGA,,,,6 Frame drums,150,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 42",,@Kirby1953MusicalInstrumentsSouthAfrica,
59,THONGA,,,,6 Rattles; 10 Frame drums,149; 150,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 42",,@Kirby1953MusicalInstrumentsSouthAfrica,
60,THONGA,,,,2 Frame drums,150,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 44",,@Kirby1953MusicalInstrumentsSouthAfrica,
61,THONGA,,,,1 Ocarina,154,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 128",,@Kirby1953MusicalInstrumentsSouthAfrica,
62,THONGA,,,Bununga,1 Drum; 1 Drum; 10 Horns,152; 151; 153,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 85",,@Kirby1953MusicalInstrumentsSouthAfrica,
63,THONGA,,,,5 Clappers; 10 Rattles,147; 148,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica,
64,THONGA,,,,26 Shields,147,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.",,,@Kirby1953MusicalInstrumentsSouthAfrica,
65,THONGA,,,,1 Musical bow,158,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 235-39",,@Kirby1953MusicalInstrumentsSouthAfrica,
73,XHOSA,28810,,,1 Rattle,181,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 7",,@Kirby1953MusicalInstrumentsSouthAfrica,
74,XHOSA,28810,,Abakwcte,1 Drum,183,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 19-23, 25",,@Kirby1953MusicalInstrumentsSouthAfrica,
75,XHOSA,28810,,,15 Shields,184,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23-25",,@Kirby1953MusicalInstrumentsSouthAfrica,
76,XHOSA,28810,,,10 Shields,184,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23-25",,@Kirby1953MusicalInstrumentsSouthAfrica,
77,ZULU,29360,,,2 Flutes,187,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 120",,@Kirby1953MusicalInstrumentsSouthAfrica,
78,XHOSA,28810,,Isijadu (The Ceremony),1 Shield-drum (ikawu); 1 Shield drum (ingquango),189; 183,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23-24",,@Kirby1953MusicalInstrumentsSouthAfrica,
79,XHOSA,28810,,,1 Musical bow,191,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 197",,@Kirby1953MusicalInstrumentsSouthAfrica,
80,SOTHO,25917,,,1 Horn; 3 Flutes; 2 Flutes; 2 Flutes; 1 Drum,209; 212; 213; 214; 199,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 162-63",,@Kirby1953MusicalInstrumentsSouthAfrica,
81,SOTHO,25917,,,1 Musical bow,211,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 208",,@Kirby1953MusicalInstrumentsSouthAfrica,
82,SWAZI,19023,,,1 Flute,217,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 112-20",,@Kirby1953MusicalInstrumentsSouthAfrica,
83,SWAZI,19023,,,5 Rattles; 5 Drums,218; 210,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 43",,@Kirby1953MusicalInstrumentsSouthAfrica,
84,SWAZI,19023,,,1 Musical bow,221,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 224, 228, 245",,@Kirby1953MusicalInstrumentsSouthAfrica,
85,ZULU,29360,,,1 Musical bow,222,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 224, 228, 245",,@Kirby1953MusicalInstrumentsSouthAfrica,
86,SWAZI,19023,,,1 Musical bow,223,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 197-99",,@Kirby1953MusicalInstrumentsSouthAfrica,
87,SWAZI,19023,,,1 Musical bow,224,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 209",,@Kirby1953MusicalInstrumentsSouthAfrica,
88,SWAZI,19023,,,2 Musical bows,224,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 209",,@Kirby1953MusicalInstrumentsSouthAfrica,
89,SWAZI,19023,,,1 Flute,226,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 122-23",,@Kirby1953MusicalInstrumentsSouthAfrica,
149,SWAZI,19023,,,1 Musical bow,225,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 239-40",,@Kirby1953MusicalInstrumentsSouthAfrica,
698,VIETNAM,28271,,,1 Ground bow,601,,"Knosp, G. (1912). Rapport sur une missione officielle d'etude musicale en Indochine. Bulletin de l'Ecole française d'Extrême-Orient, 12, 18-21.","Knosp, 64",,@Knosp1912Indochine,
720,HUNGARY URBAN,16919,,Gypsy Band,1 Violin; 1 Viola; 1 Cello; 1 Bass viol; 1 Cimbalom; 1 Flute; 1 Clarinet,1541; 1546; 1545; 1544; 1540; 1536; 1543,,"Kodály, Z. (1960). Folk Music of Hungary. London: Barrie and Rockliff",,,@Kodály1960FolkMusicOfHungary,
721,HUNGARY FOLK,16919,,Shaman,1 Flute; 1 Friction drum,1536; 1552,,"Kodály, Z. (1960). Folk Music of Hungary. London: Barrie and Rockliff",,,@Kodály1960FolkMusicOfHungary,
722,HUNGARY,16919,,Dance,1 Lute (koboz); 1 Violin; 1 Flute,1554; 1541; 1536,,"Kodály, Z. (1960). Folk Music of Hungary. London: Barrie and Rockliff",,,@Kodály1960FolkMusicOfHungary,
723,HUNGARY,16919,,,1 Bagpipe,1538,,"Kodály, Z. (1960). Folk Music of Hungary. London: Barrie and Rockliff","Kodály, 118",,@Kodály1960FolkMusicOfHungary,
578,MORAVIA,21693,,Young People's,4 Violins; 1 Bass viol; 1 Cimbalom,1455; 1453; 1454,,"Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
579,MORAVIA,21693,,Bagpipe Orchestra,3 Violins; 2 Clarinets; 2 Bagpipes,1455; 1456; 1450,E. Bohemia and Moravia,"Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
687,SLOVAKIA,25752,,,1 Cimbalom,1294,,"Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
688,SLOVAKIA,25752,,,3 Violins; 1 Bass viol,1292; 1293,"Mountain music, Central Slovakia","Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
689,SLOVAKIA,25752,,,1 Flute (fujary),1298,,"Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
690,SLOVAKIA,25752,,,1 Bagpipe; 1 Bowed lute; 1 Horn; 2 Drums; 1 Plucked lute,1297; 1292; 1303; 1315; 1316,,"Kovani, J. (Ed.) (1963). Catalogue of the Exhibition of Folk Instruments in the Area Center for Folk Art at Straznice. (M. Vizdom, Trans.)",,,@Kovani1963FolkInstrumentsStraznice,
15,SOFIA DIST,12761,,Guslor; also dance,1 Fiddle (gusla),73,,"Kremenliev, B. (1952). Bulgarian-Macedonian Folk Music. Berkeley and Los Angeles: University of California Press.","Kremenliev, 136",,@Kremenliev1952Bulgarian-MacedonianFolkMusic,
16,SOFIA DIST,12761,,"Dance, Marriage, Death, Work",1 Flute (kaval),75,,"Kremenliev, B. (1952). Bulgarian-Macedonian Folk Music. Berkeley and Los Angeles: University of California Press.","Kremenliev, 136",,@Kremenliev1952Bulgarian-MacedonianFolkMusic,
521,CUNA,14235,,,1 Rattle,1269,Gourd rattle,"Krieger, H.W. (1926). Material culture of the people of southeastern Panama, based on specimens in the United States National Museum. Bulletin of the United States National Museum, 134, 1-141.",,,@Krieger1926SoutheasternPanama,
6,JAVA,17557,,Munggang,1 Kettle gong (bonang); 1 Kenong; 2 Gongs (ageng); 1 Drum (bedug); 1 Drum (kendang),13; 9; 6; 27; 26,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 257",,@Kunst1949MusicinJavaI,
7,JAVA,17557,,Sulung solo,1 Flute (sulung),36,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 237",,@Kunst1949MusicinJavaI,
10,JAVA,17557,,Hatong music,3 Scrapers; 3 Panpipes,71; 70,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 364",,@Kunst1949MusicinJavaI,
11,JAVA,17557,,,10 Zithers (kachapi),48,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 372",,@Kunst1949MusicinJavaI,
13,JAVA,17557,,,2 Zithers (kachapi); 1 Flute (sulung); 1 Fiddle (tarawansa),48; 36; 49,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 372",,@Kunst1949MusicinJavaI,
9008,JAVA,17557,,,3 Anklungs,44,,"Kunst, J. (1949). Music in Java, Vol. 1 and 2. The Hague: Nijhoff.","Kunst, 364",,@Kunst1949MusicinJavaI,
2,JAVA,17557,,,1 Lute; 1 Bow-harp; 1 Transverse flute; 1 Cymbals,57; 58; 56; 62,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 416",,@Kunst1949MusicinJavaII,
3,JAVA,17557,,,5 Drums; 1 Waisted drum; 2 Trumpets; 1 Bell; 1 Shell trumpet; 1 Cymbals,53; 65; 63; 66; 64; 67,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 417",,@Kunst1949MusicinJavaII,
5,JAVA,17557,,,3 Mouth organs; 1 Clapping; 1 Scraping stick,59; 60; 61,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 416",,@Kunst1949MusicinJavaII,
8,JAVA,17557,,,1 Fiddle (rebab); 1 Flute (sulung),31; 36,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 432",,@Kunst1949MusicinJavaII,
12,JAVA,17557,,,1 Zither (kachapi),48,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 446",,@Kunst1949MusicinJavaII,
14,JAVA,17557,,Badut,9 Anklungs; 3 Drums (dog-dog?); 1 Oboe (tarompet),44; 27; 39,,"Kunst, J. (1949). Music in Java, Vol. 2. The Hague: Nijhoff.","Kunst, 448",,@Kunst1949MusicinJavaII,
531,BRI URBBAR,"15095, 15093, 24520",,Broken Consort,1 Treble lute; 1 Pandora; 1 Cittern; 1 Bass viol; 1 Transverse flute; 1 Treble viol; 1 Harpsichord,1734; 1735; 1736; 1737; 1738; 1737; 1733,,"Lang, P. H. (1941). Music in Western Civilization. New York: W. W. Norton & Co.",,,@Lang1941MusicInWesternCivilization,
446,YORUBA,29107,,Dundun,1 Drum (kanango); 1 Drum (sekere); 1 Drum (gudugudu); 1 Drum (kerikeri); 1 Drum (iyo ilu); 1 Drum (gangan),1183; 1178; 1179; 1181; 1180; 1182,,"Laoye, H. H. (1954). Yoruba Drums. Nigeria Magazine, 45. Lagos: Government of Nigeria.",,,@Laoye1954YorubaDrums,
234,PERSIA,17249,,,Trumpet (karna); Drum (naqqara),628; 627,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 3075",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,"Total number of instruments is 25, but numbers of each individual instrument not listed."
248,TURKEY,27765,,,2 Fiddles (kemantche); 3 Lutes (ud); 2 Drums; 1 Zither (qanun),679; 673; 670; 678,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 3015",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
249,TURKEY,27765,,,1 Fiddle (kemantche); 1 Lute (lavouta),679; 674,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 3015",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
250,MOROCCO GEN,21737,,,8 Qarqabou,717,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 2935",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
251,MOROCCO GEN,21737,,,1 Fiddle (rebab); 2 Lutes (kouitra); 1 Drum (tar),716; 720; 711,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 2936",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
252,MOROCCO GEN,21737,,,1 Qh'laita; 2 Drums (bendir); 1 Drum,723; 712; 711,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 2937",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
253,MOROCCO GEN,21737,,,1 Fiddle (quenibri); 1 Drum (tal),719; 711,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 2937",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
254,MOROCCO GEN,21737,,,2 Fiddles (rebab); 4 Lutes; 3 Violins (kemanja); 1 Drum (tar),716; 720; 710; 711,,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 2936",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
743,A CHINA,30166,,Hyen Hyuen,1 Conductor; 1 TIger (yu); 1 Drum (po-fu); 1 Castanet (ch'un-tu); 1 Zither (se); 1 Zither (ch'in); 2 Sets chimes (pien-ch'ing); 1 Hand drum (po-fu); 2 Sets bells (pien-chung); 2 Single bells (po-chung); 3 Suspended drums (chin-ku); 4 Mouth organs (sheng); 2 Panpipes (p'ai-hsiao); 2 Reeds (kwan); 2 Transverse flutes (ch-ih); 4 Vertical flutes (yueh); 1 Hsiao; 1 Trough,1623; 1606; 1619; 1607; 1609; 1599; 1598; 1597; 1620; 1613; 1612; 1615,Ritual orchestra of Tcheou (before 206 A.C.). Oldest orchestra coded.,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 183",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
744,A CHINA,30166,,The Hyuen,1 Conductor; 1 Tiger (yu); 1 Drum (po-fu); 1 Castanet (ch'un-tu); 1 Zither (se); 1 Zither (ch'in); 2 Sets chimes (pien-ch'ing); 1 Hand drum (po-fu); 4 Mouth organs (sheng); 1 Trough (chu),1623; 1606; 1619; 1607; 1609; 1599; 1613; 1605,Tcheou period orchestra of ordinary nobles,"Lavignac, A. (1922). Encyclopédie de la musique et dictionnaire du Conservatoire, Part 1, Vol. 5. Paris: C. Delagrave.","Lavignac, 183",,@Lavignac1922EncyclopédiedelamusiquePt1Vol5,
